,Toponym Variant,Authority Name,MoEML @xml:id,Agas Map,All Variants (alternate names and variant spellings),Location category
5482,"St. Edmund, King and Martyr",St. Edmund (Lombard Street),STED1,Agas Map,"church of S. Edmond | S. Edmond Graſſe church | S. Edmond in Lombardeſtréete | S. Edmonds in Lombard ſtreete | St. Edmund | St. Edmund, King and Martyr",Churches
5483,"St. Edmund, King and Martyr parish","St. Edmund, King and Martyr (Parish)",STED101, ,"Edmondes in Lumberte stret | Edmunds in Lombardſt. | St. Edmund, King and Martyr parish",Parishes
5484,St. Ethelburga,St. Ethelburga,STET1,Agas Map,church of St. Ethelburga | Pariſh church of S. Etholburge | S. Ethelburge | S. Etholburge virgin | St. Ethelburga,Churches
5485,St. Ethelburga parish,St. Ethelburga (Parish),STET101, ,Alborowes at byshopes gate | Ethelborowes Pariſh | St. Ethelburga parish,Parishes
5486,St. Faith Under St. Paul’s,St. Faith Under St. Paul’s,STFA1, ,Church of Saint Faith | church of Saint Fayth | S. Faith vnder Paules church | Saint Faith vnder Pauls | Saint Fayths church | St. Faith Under St. Paul’s,Churches
5487,St. Faith Under St. Paul’s parish,St. Faith Under St. Paul’s (Parish),STFA101, ,Faythes Pariſh | ffathes vndar paules | St. Faith Under St. Paul’s parish,Parishes
5488,St. Foster,St. Foster,FOST4, ,Church of S. Fauſter | St. Foster,Streets
5489,St. Gabriel Fenchurch,St. Gabriel Fenchurch,STGA1,Agas Map,All Hallows Fenchurch | church of S. Mary & S. Gabriel | Church of St. Mary Fenchurch | Fan church | Fenchurch | S. Gabriel Fen church | S. Gabriel Fenchurch | S. Gabriell Fenchurch | St. Gabriel Fenchurch | St. Mary Fenchurch,Churches
5490,St. Gabriel Fenchurch parish,St. Gabriel Fenchurch (Parish),STGA101, ,Gabriell Fan Church | gabryell ffanechurche | St. Gabriel Fenchurch parish,Parishes
5491,St. George,St. George,STGE1,Agas Map,church of S. George | Church of Saint George | S. George | S. Georges Church | S. Georges church | S. Georges lane | Saint Georges Lane | St. George | St. George Botolph Lane | St. George’s,Churches
5492,St. George Botolph Lane,St. George,STGE1,Agas Map,church of S. George | Church of Saint George | S. George | S. Georges Church | S. Georges church | S. Georges lane | Saint Georges Lane | St. George | St. George Botolph Lane | St. George’s,Churches
5493,St. George Botolph Lane parish,St. George Botolph Lane (Parish),STGE101, ,George in Buttolph Lane | george in bvttolphe Lane | St. George Botolph Lane parish,Parishes
5494,St. George in Southwarke,St. George Southwark,STGE4, ,S. George in Southwarke | S. George the Marter | S. Georges | St. George in Southwarke | St. George Southwark,Churches
5495,St. George Southwark,St. George Southwark,STGE4, ,S. George in Southwarke | S. George the Marter | S. Georges | St. George in Southwarke | St. George Southwark,Churches
5496,St. George Southwark parish,St. George Southwark (Parish),STGE104, ,George in sowthewarke | Georges in Southwarke | St. George Southwark parish | St. George’s,Parishes
5497,St. George’s,St. George,STGE1,Agas Map,church of S. George | Church of Saint George | S. George | S. Georges Church | S. Georges church | S. Georges lane | Saint Georges Lane | St. George | St. George Botolph Lane | St. George’s,Churches
5498,St. George’s,St. George Southwark (Parish),STGE104, ,George in sowthewarke | Georges in Southwarke | St. George Southwark parish | St. George’s,Parishes
5499,St. George’s Lane,St. George’s Lane,STGE2,Agas Map,S. Georges lane | ſaint Georges lane | Sant Gorgeus | St. George’s Lane,Streets
5500,St. Giles,St. Giles (Cripplegate),STGI3,Agas Map,"church of S. Giles | Church of S. Giles | Church of S. Giles without Criplegate | church of S. Giles without Cripplegate | Hoſpitall of the French order | Pariſh church of S. Giles | pariſh of S. Giles without Criplegate | S. Giles | S. Giles church | S. Giles Church | S. Giles Church without Cripplegate | S. Gyles | Saynt Giles | Saynt Gyles | Sir Giles Chapple | St. Giles | St. Giles Churchyard | St. Giles Cripplegate Church | St. Giles without Cripplegate | St. Giles, Cripplegate | St. Giles’s Church",Churches
5501,St. Giles Churchyard,St. Giles (Cripplegate),STGI3,Agas Map,"church of S. Giles | Church of S. Giles | Church of S. Giles without Criplegate | church of S. Giles without Cripplegate | Hoſpitall of the French order | Pariſh church of S. Giles | pariſh of S. Giles without Criplegate | S. Giles | S. Giles church | S. Giles Church | S. Giles Church without Cripplegate | S. Gyles | Saynt Giles | Saynt Gyles | Sir Giles Chapple | St. Giles | St. Giles Churchyard | St. Giles Cripplegate Church | St. Giles without Cripplegate | St. Giles, Cripplegate | St. Giles’s Church",Churches
5502,St. Giles Cripplegate Church,St. Giles (Cripplegate),STGI3,Agas Map,"church of S. Giles | Church of S. Giles | Church of S. Giles without Criplegate | church of S. Giles without Cripplegate | Hoſpitall of the French order | Pariſh church of S. Giles | pariſh of S. Giles without Criplegate | S. Giles | S. Giles church | S. Giles Church | S. Giles Church without Cripplegate | S. Gyles | Saynt Giles | Saynt Gyles | Sir Giles Chapple | St. Giles | St. Giles Churchyard | St. Giles Cripplegate Church | St. Giles without Cripplegate | St. Giles, Cripplegate | St. Giles’s Church",Churches
5503,St. Giles in the Fields,St. Giles in the Fields,STGI2,Agas Map,Hoſpitall of S. Giles | Hoſpitall of Saint Giles in the fielde | S. Giles in the field | S. Giles in the fielde | S. Giles in the fieldes | S. Giles in the fields | S. Gyles in the fielde | S. Gyles in the fields | Saint Giles | Saint Giles in the fields | Saynt Giles Hoſpitall | St Giles in the Fields | St. Giles in the Fields | St. Giles in the fields,Churches
5504,St. Giles in the fields,St. Giles in the Fields,STGI2,Agas Map,Hoſpitall of S. Giles | Hoſpitall of Saint Giles in the fielde | S. Giles in the field | S. Giles in the fielde | S. Giles in the fieldes | S. Giles in the fields | S. Gyles in the fielde | S. Gyles in the fields | Saint Giles | Saint Giles in the fields | Saynt Giles Hoſpitall | St Giles in the Fields | St. Giles in the Fields | St. Giles in the fields,Churches
5505,St. Giles in the Fields parish,St. Giles in the Fields (Parish),STGI102, ,Giles in the Fieldes | Parish of St. Giles in the Fields | St. Giles in the Fields parish,Parishes
5506,St. Giles without Cripplegate,St. Giles (Cripplegate),STGI3,Agas Map,"church of S. Giles | Church of S. Giles | Church of S. Giles without Criplegate | church of S. Giles without Cripplegate | Hoſpitall of the French order | Pariſh church of S. Giles | pariſh of S. Giles without Criplegate | S. Giles | S. Giles church | S. Giles Church | S. Giles Church without Cripplegate | S. Gyles | Saynt Giles | Saynt Gyles | Sir Giles Chapple | St. Giles | St. Giles Churchyard | St. Giles Cripplegate Church | St. Giles without Cripplegate | St. Giles, Cripplegate | St. Giles’s Church",Churches
5507,"St. Giles, Cripplegate",St. Giles (Cripplegate),STGI3,Agas Map,"church of S. Giles | Church of S. Giles | Church of S. Giles without Criplegate | church of S. Giles without Cripplegate | Hoſpitall of the French order | Pariſh church of S. Giles | pariſh of S. Giles without Criplegate | S. Giles | S. Giles church | S. Giles Church | S. Giles Church without Cripplegate | S. Gyles | Saynt Giles | Saynt Gyles | Sir Giles Chapple | St. Giles | St. Giles Churchyard | St. Giles Cripplegate Church | St. Giles without Cripplegate | St. Giles, Cripplegate | St. Giles’s Church",Churches
5508,"St. Giles, Cripplegate parish",St. Giles (Cripplegate) (Parish),STGI103, ,"Giles without Criplegate | gylles at chriplegate | pariſh of S. Giles | Parish of St. Giles Cripplegate | parriſh church of S. Giles | S. Giles without Cripple gate | St. Giles, Cripplegate parish",Parishes
5509,St. Giles’s Church,St. Giles (Cripplegate),STGI3,Agas Map,"church of S. Giles | Church of S. Giles | Church of S. Giles without Criplegate | church of S. Giles without Cripplegate | Hoſpitall of the French order | Pariſh church of S. Giles | pariſh of S. Giles without Criplegate | S. Giles | S. Giles church | S. Giles Church | S. Giles Church without Cripplegate | S. Gyles | Saynt Giles | Saynt Gyles | Sir Giles Chapple | St. Giles | St. Giles Churchyard | St. Giles Cripplegate Church | St. Giles without Cripplegate | St. Giles, Cripplegate | St. Giles’s Church",Churches
5510,St. Gregory by St. Paul’s,St. Gregory by St. Paul’s,STJA2,Agas Map,"Biſhoppes Pallace | Church of S. Gregory | church of Saint Gregorie | church of Saint Gregory, the BiPoppes Pallace | S. Gregory by Paules church | Saint Gregorie | St. Gregory by St. Paul’s",Churches
5511,St. Gregory by St. Paul’s parish,St. Gregory by St. Paul’s (Parish),STJA102, ,Gregories by Paules | gregorye by paules | St. Gregory by St. Paul’s parish,Parishes
5512,St. Helen,St. Helen’s (Bishopsgate),STHE1,Agas Map,"Church of S. Hellen | church of S. Hellens | Church of St. Helen, Bishopsgate | litle S. Hellens | Little St. Helen’s | pariſh church of S. Helen | pariſh church of S. Hellen | Pariſh church of S. Hellen | priory of S. Hellens | Priory of St. Helens | S. Elen | S. Helens | S. Helens church | S. Hellens | S. Hellens church | Saint Helens | St. Helen | St. Helens | St. Helens Priory | St. Helen’s | St. Helen’s, Bishopsgate",Churches
5513,St. Helen parish,St. Helen (Parish),STHE101, ,Hellens within Biſhopſg. | hellyns parryshe | Parish of St. Helen’s | St. Helen parish,Parishes
5514,St. Helens,St. Helen’s (Bishopsgate),STHE1,Agas Map,"Church of S. Hellen | church of S. Hellens | Church of St. Helen, Bishopsgate | litle S. Hellens | Little St. Helen’s | pariſh church of S. Helen | pariſh church of S. Hellen | Pariſh church of S. Hellen | priory of S. Hellens | Priory of St. Helens | S. Elen | S. Helens | S. Helens church | S. Hellens | S. Hellens church | Saint Helens | St. Helen | St. Helens | St. Helens Priory | St. Helen’s | St. Helen’s, Bishopsgate",Churches
5515,St. Helens Priory,St. Helen’s (Bishopsgate),STHE1,Agas Map,"Church of S. Hellen | church of S. Hellens | Church of St. Helen, Bishopsgate | litle S. Hellens | Little St. Helen’s | pariſh church of S. Helen | pariſh church of S. Hellen | Pariſh church of S. Hellen | priory of S. Hellens | Priory of St. Helens | S. Elen | S. Helens | S. Helens church | S. Hellens | S. Hellens church | Saint Helens | St. Helen | St. Helens | St. Helens Priory | St. Helen’s | St. Helen’s, Bishopsgate",Churches
5516,St. Helen’s,St. Helen’s (Bishopsgate),STHE1,Agas Map,"Church of S. Hellen | church of S. Hellens | Church of St. Helen, Bishopsgate | litle S. Hellens | Little St. Helen’s | pariſh church of S. Helen | pariſh church of S. Hellen | Pariſh church of S. Hellen | priory of S. Hellens | Priory of St. Helens | S. Elen | S. Helens | S. Helens church | S. Hellens | S. Hellens church | Saint Helens | St. Helen | St. Helens | St. Helens Priory | St. Helen’s | St. Helen’s, Bishopsgate",Churches
5517,"St. Helen’s, Bishopsgate",St. Helen’s (Bishopsgate),STHE1,Agas Map,"Church of S. Hellen | church of S. Hellens | Church of St. Helen, Bishopsgate | litle S. Hellens | Little St. Helen’s | pariſh church of S. Helen | pariſh church of S. Hellen | Pariſh church of S. Hellen | priory of S. Hellens | Priory of St. Helens | S. Elen | S. Helens | S. Helens church | S. Hellens | S. Hellens church | Saint Helens | St. Helen | St. Helens | St. Helens Priory | St. Helen’s | St. Helen’s, Bishopsgate",Churches
5518,St. Iohns Streete,St. John Street,STJO2,Agas Map,S. Iohns ſtreet | S. Iohns ſtreete | ſaint Iohn ſtreet | Saint Iohns ſtreet | Saint Iohns ſtreete | St Iohns ſtreet | St Johns ſtreete | St. Iohns Streete | St. John Street | St. John’s Street,Streets
5519,St. James Clerkenwell Parish,St. James (Clerkenwell) (Parish),STJA103, ,"Iames at Clearkenwel | Jeames at clearken well | St. James Clerkenwell Parish | St. James, Clerkenwell parish",Parishes
5520,St. James Duke’s Place,St. James Duke’s Place,STJA6, ,St. James Duke’s Place,Churches
5521,St. James Duke’s Place parish,St. James Duke’s Place (Parish),STJA106, ,St. James Duke’s Place parish,Parishes
5522,St. James Garlick,St. James Garlickhithe,STJA4,Agas Map,"Church Garlicke | Church of S. Iames | Church of S. Iames Garlycke hith | Pariſh church of S. Iames | S, Iames, at Garlicke Hith | S. Iames at Garlicke Hith | S. Iames Church by Garlike Hith | S. Iames Garlicke hith | Saint Iames church | St. James Garlick | St. James Garlickhithe",Churches
5523,St. James Garlick parish,St. James Garlick (Parish),STJA104, ,Iames by Garlick-hithe | Ieames at garlycke hyve | St. James Garlick parish,Parishes
5524,St. James Garlickhithe,St. James Garlickhithe,STJA4,Agas Map,"Church Garlicke | Church of S. Iames | Church of S. Iames Garlycke hith | Pariſh church of S. Iames | S, Iames, at Garlicke Hith | S. Iames at Garlicke Hith | S. Iames Church by Garlike Hith | S. Iames Garlicke hith | Saint Iames church | St. James Garlick | St. James Garlickhithe",Churches
5525,St. James in the Wall Hermitage,St. James in the Wall Hermitage,STJA5,Agas Map,Chappell of S. Iames | Chappell of Saint Iames | Hermitage of S. Iames in the Wall | S. Iames in the wall by Cripleſgate | St. James in the Wall Hermitage,Churches
5526,St. James Park,St. James Park,STJA1,Agas Map,Parke of S. Iames | S. Iames | S. Iames Parke | St. James Park | Tylt,Sites
5527,"St. James, Clerkenwell",St. James (Clerkenwell),STJA3,Agas Map,"Clarkes well Church | St. James, Clerkenwell",Churches
5528,"St. James, Clerkenwell parish",St. James (Clerkenwell) (Parish),STJA103, ,"Iames at Clearkenwel | Jeames at clearken well | St. James Clerkenwell Parish | St. James, Clerkenwell parish",Parishes
5529,St. James’s Palace,St. James’s Palace,JAME5, ,Quéenes Chapell | S. Iames | St. James’s Palace,Sites
5530,St. John Evangelist,St. John the Evangelist,STJO5,Agas Map,church of S. Iohn Euangeliſt | S. Iohn Euangeliſt | St. John Evangelist | St. John the Evangelist,Churches
5531,St. John of Jerusalem,St. John’s of Jerusalem,STJO3,Agas Map,"Hoſpitall and houſe of S. Iohns of Ieruſalem | Hoſpitall ofS. Iohn of Ieruſalem | houſe of S. Iohns | houſe, of S. Iohn | Pariſh church of S. Iohn | Prior of S. Iohn | Prior of S. Iohns | Priorie of S. Iohn of Ieruſalem | S Iohn of Ieruſalem | S. Iohn | S. Iohn Baptiſt | S. Iohn of Ieruſalem | S. Iohn of Iheruſalem | S. Iohns | S. Iohns church | S. Iohns in Smithfielde | St. John of Jerusalem | St. John’s | St. John’s of Jerusalem",Churches
5532,St. John Parish,St. John Zachary (Parish),STJO106, ,Ihonne sakarye | Iohn Zacharies | St. John Parish | St. John Zachary | St. John Zachary parish | St. John Zachary Parish,Parishes
5533,St. John Street,St. John Street,STJO2,Agas Map,S. Iohns ſtreet | S. Iohns ſtreete | ſaint Iohn ſtreet | Saint Iohns ſtreet | Saint Iohns ſtreete | St Iohns ſtreet | St Johns ſtreete | St. Iohns Streete | St. John Street | St. John’s Street,Streets
5534,St. John the Baptist,St. John the Baptist (Walbrook),STJO4,Agas Map,"Baptist John’s | Church of S. Iohn Baptiſt | pariſh of S, Iohn vppon Walbrooke | S. Iohn vpon Walbrooke | S. Iohns Church vpon Walbrooke | S. Iohns church vpon Walbrooke | S. Iohns Church, vpon Walbrooke | S. Iohns vpon walbrooke | S. Iohns vpon Walbrooke | St. John the Baptist | St. John The Baptist, Walbrook",Churches
5535,St. John the Baptist parish,St. John the Baptist (Parish),STJO104, ,Iohannes in walbroke | Iohns in the Walbrooke | St. John the Baptist parish,Parishes
5536,"St. John The Baptist, Walbrook",St. John the Baptist (Walbrook),STJO4,Agas Map,"Baptist John’s | Church of S. Iohn Baptiſt | pariſh of S, Iohn vppon Walbrooke | S. Iohn vpon Walbrooke | S. Iohns Church vpon Walbrooke | S. Iohns church vpon Walbrooke | S. Iohns Church, vpon Walbrooke | S. Iohns vpon walbrooke | S. Iohns vpon Walbrooke | St. John the Baptist | St. John The Baptist, Walbrook",Churches
5537,St. John the Evangelist,St. John the Evangelist,STJO5,Agas Map,church of S. Iohn Euangeliſt | S. Iohn Euangeliſt | St. John Evangelist | St. John the Evangelist,Churches
5538,St. John the Evangelist parish,St. John the Evangelist (Parish),STJO105, ,Ihonne evangillist | S.Iohn Euangeliſt | St. John the Evangelist parish,Parishes
5539,St. John Zachary,St. John Zachary (Parish),STJO106, ,Ihonne sakarye | Iohn Zacharies | St. John Parish | St. John Zachary | St. John Zachary parish | St. John Zachary Parish,Parishes
5540,St. John Zachary,St. John Zachary,STJO6,Agas Map,Church of S. Iohn Sachary | Church of Saint Iohn Sachary | S. Iohn Sacharies church | S. Iohn Zachary | St. John Zachary | St. John Zachary Church | St. John Zachary Parish,Churches
5541,St. John Zachary Church,St. John Zachary,STJO6,Agas Map,Church of S. Iohn Sachary | Church of Saint Iohn Sachary | S. Iohn Sacharies church | S. Iohn Zachary | St. John Zachary | St. John Zachary Church | St. John Zachary Parish,Churches
